Source,SubType,ID,AuthorUserName,AuthorDisplayName,AuthorId,Created,Message,ContentType,PhotoUrl,ContextUrl,Links,AuthorFollowerCount,PostImpressionsTotal,PostImpressionsOrganic,PostProjectedImpressions,SocialValue,PostReach,VideoViews,TotalPublicEngagements,LikeCount,Comments,SharesRetweets,TotalEngagementsAndInteractions,TotalInteractions,EngagementRate,FollowerInteractionRate,EngagementAndInteractionRate,TWAuthorIsVerified,TWRetweetCount,TWReplyCount,TWEngagement,TWQuoteTweets,TWBookmarks,TWUserProfileClicks,TWUrlLinkClicks,TWEngagementAndInteractions,TWAuthorCreated,IGStoryTapsForward,IGStoryTapsBack,IGStoryExits,IGCommentCount,IGTotalEngagements,IGStoryReplies,IGSaveCount,TikTokEngagements,Status,Tags,Sentiment,Language
YouTube,YouTube_Video,oG0Ic0LbXbM, ,The PWHL,UCNKUkQV2R0JKakyE1vuC1lQ,9/30/2023 15:41,Inspiring the next generation of Indigenous girls to pursue sports professionally. 🧡,Video,https://i.ytimg.com/vi/oG0Ic0LbXbM/hqdefault.jpg,https://www.youtube.com/watch?v=oG0Ic0LbXbM, ,291,6893,6893, ,1379, ,6893,620,603,17, ,620,0,9%,2.13,0.08995, , , , , , , , , , , , , , , , , , ,Pending,"PWHL,Text Mention:League and Teams",Objective,eng
YouTube,YouTube_Video,J-7n_XOmN60, ,The PWHL,UCNKUkQV2R0JKakyE1vuC1lQ,9/21/2023 19:24,Taking a look back at our inaugural Draft!#PWHLDraft2023 x Canadian Tire,Video,https://i.ytimg.com/vi/J-7n_XOmN60/hqdefault.jpg,https://www.youtube.com/watch?v=J-7n_XOmN60, ,291,3724,3724, ,745, ,3724,273,265,8, ,273,0,7.33%,0.94,0.07331, , , , , , , , , , , , , , , , , , ,Pending,"Canadian Tire,PWHL,Text Mention:Canadian Tire,Text Mention:League and Teams",Objective,eng
TikTok,TikTok_Video,7.30E+18,pwhl_minnesota,PWHL_Minnesota,_000PJduRCC8Ueus6D_lcYoyCZdgnd2Ux8R5,11/1/2023 15:32,We couldn't be more thrilled to have Grace back in Minnesota!,Video,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-p-0068-tx2/okEqElmBiFeiEdiRiWIBBoAVjbAfOI4CBFQE4B~tplv-tiktokx-cropcenter:300:400.jpeg?dr=9640&nonce=24005&refresh_token=5a6dafe75918f72c24000b4cb78a06f7&x-expires=1735138800&x-signature=ccHb9dVmyNTzEB0fizakhVSkgeo%3D&idc=useast5&ps=13740610&s=TIKTOK_FOR_DEVELOPER&shcp=34ff8df6&shp=d05b14bd&t=4d5b0474,https://www.tiktok.com/@pwhl_frost/video/7296516945807985951?utm_campaign=tt4d_open_api&utm_source=7062999415916609538, ,293,3405,3405, ,167, ,3405,107,102,4,1,107,0,3.14%,0.37,0.03142, , , , , , , , , , , , , , , , , ,107,Pending,"Asset:Digital Overlay,Minnesota,Text Mention:League and Teams",Positive,eng
Facebook,Facebook_Post,122133620973755_122141750810002136, ,PWHL Ottawa,1.22E+14,9/30/2023 22:00,The team working hard to build our team.,Photo,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/383348257_122141750654002136_3023983416444395748_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=TNVRhIXugyIAX_H9oSN&_nc_ht=scontent-iad3-2.xx&edm=APyxFHYEAAAA&oh=00_AfDJ4AexyIGz6OKsNH-aVGz-GgO-uhFshaZDZU9PRN5mEw&oe=653C6202,https://www.facebook.com/122133620973755/posts/122141750810002136, ,303,766,766, ,159,672, ,48,36,0,1,79,31,6.27%,0.16,0.10313, , , , , , , , , , , , , , , , , , ,Pending,"Ottawa,Text Mention:League and Teams",Positive,eng
Facebook,Facebook_Post,122133620973755_122136943256002136, ,PWHL Ottawa,1.22E+14,9/20/2023 17:42,A day we'll never forget. 🫶,Photo,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/381104973_122136943058002136_1402672204286926495_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=fKvBLzYo0LwAX_8kjIm&_nc_ht=scontent-iad3-1.xx&edm=APyxFHYEAAAA&oh=00_AfBlVmJ_FtjblRwdPq8-wFPfnG55L6wIVGB5BoHj2nm4aw&oe=653BA202,https://www.facebook.com/122133620973755/posts/122136943256002136, ,303,1024,1024, ,191,843, ,57,40,1,5,343,286,5.57%,0.19,0.33496, , , , , , , , , , , , , , , , , , ,Pending,"Ottawa,Text Mention:League and Teams",Objective,eng
Facebook,Facebook_Post,122133620973755_122136025340002136, ,PWHL Ottawa,1.22E+14,9/18/2023 21:30,"Welcome to the capital city, Sandra Absteiter!",Photo,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/380152258_122136025310002136_2626041930271792934_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=8Uur0PG4ssUAX-lJ0tg&_nc_ht=scontent-iad3-2.xx&edm=APyxFHYEAAAA&oh=00_AfCxD33aR9fGdAb2s-oz42mPn8y8cr_M5zh6EHbVFCAKnQ&oe=653B44BB,https://www.facebook.com/122133620973755/posts/122136025340002136, ,303,35592,35592, ,912,34484, ,67,47,1,12,1473,1406,0.19%,0.22,0.04139, , , , , , , , , , , , , , , , , , ,Pending,"Ottawa,Text Mention:League and Teams",Positive,eng
Facebook,Facebook_Post,122133620973755_122135946650002136, ,PWHL Ottawa,1.22E+14,9/18/2023 18:11,We are proud to welcome Ashton Bell to the capital city!,Photo,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/379848773_122135946614002136_6379557417380489078_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=NYGQ6qtU84kAX9L0HEm&_nc_ht=scontent-iad3-2.xx&edm=APyxFHYEAAAA&oh=00_AfDN4Xtgib-T8YNnwCRwx4f7cygGGQUivgXurLBgybOlZg&oe=653AA5AE,https://www.facebook.com/122133620973755/posts/122135946650002136, ,303,625,625, ,126,605, ,38,25,0,1,46,8,6.08%,0.13,0.0736, , , , , , , , , , , , , , , , , , ,Pending,"Ottawa,Text Mention:League and Teams",Positive,eng
Facebook,Facebook_Post,122133620973755_122128307594002136, ,PWHL Ottawa,1.22E+14,9/5/2023 21:09,The moment it all became official! 🖋️,Photo,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/375670420_122128307474002136_1379085545324093273_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=6NcMh43-glwAX_tXN5M&_nc_ht=scontent-iad3-2.xx&edm=APyxFHYEAAAA&oh=00_AfDLlqp02h5IbNlqLlX0I-I4eDTaYjGjaoGrpd0FU5Zrvg&oe=653ABCB0,https://www.facebook.com/122133620973755/posts/122128307594002136, ,303,984,984, ,295,890, ,92,64,0,4,167,75,9.35%,0.3,0.16972, , , , , , , , , , , , , , , , , , ,Pending,"Ottawa,Text Mention:League and Teams",Objective,eng
Facebook,Facebook_Post,122133620973755_1244948729544696, ,PWHL Ottawa,1.22E+14,8/29/2023 0:06, ,Photo,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/370322456_122123053892002136_7397429565719069863_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=UOJD1Hk-ajcAX9GkwyJ&_nc_ht=scontent-iad3-2.xx&edm=APyxFHYEAAAA&oh=00_AfDSedC4-QXCOI3QZ5k7OTL_6JXzpW-HjC_8is2ITXU6BQ&oe=653BB175,https://www.facebook.com/122133620973755/posts/1244948729544696, ,303,347,347, ,78,334, ,24,14,1,3,49,25,6.92%,0.08,0.14121, , , , , , , , , , , , , , , , , , ,Pending,"Ottawa,Text Mention:League and Teams",Objective, 
YouTube,YouTube_Video,4rtsYkAOzss, ,New York Sirens,UC9G0qpYkLw74kSfaqa25oVw,10/15/2024 21:39,"Meet Constance, New York Sirens Biggest Fan",Video,https://i.ytimg.com/vi/4rtsYkAOzss/hqdefault.jpg,https://www.youtube.com/watch?v=4rtsYkAOzss, ,312,0,0, ,0, ,0,0,0,0, ,0,0,0%,0,0, , , , , , , , , , , , , , , , , , ,Pending,"Asset:Digital Overlay,Asset:Helmet,Asset:Jersey,Asset:Media Backdrop,Asset:On Ice,Asset:Rinkboards,Asset:Upper Level LED,Logo AI:Bauer,Logo AI:Bread Financial,Logo AI:CCM Hockey,Logo AI:Gatorade,Logo On Asset:Bauer Rinkboards,Logo On Asset:Bread Financial Helmet,Logo On Asset:Bread Financial Jersey,Logo On Asset:CCM Hockey Rinkboards,Logo On Asset:Gatorade Rinkboards,New York,Text Mention:League and Teams",Objective,eng
YouTube,YouTube_Video,y3HLL6F36as, ,New York Sirens,UC9G0qpYkLw74kSfaqa25oVw,10/15/2024 21:27,Breaking the Ice with Brooke Hobson,Video,https://i.ytimg.com/vi/y3HLL6F36as/hqdefault.jpg,https://www.youtube.com/watch?v=y3HLL6F36as, ,312,0,0, ,0, ,0,0,0,0, ,0,0,0%,0,0, , , , , , , , , , , , , , , , , , ,Pending,"Asset:Digital Overlay,Asset:Helmet,Asset:Jersey,Asset:On Ice,Asset:Rinkboards,Asset:Upper Level LED,Logo AI:Air Canada,Logo AI:Bauer,Logo AI:Bread Financial,Logo AI:Canadian Tire,Logo AI:Gatorade,Logo AI:Hyundai,Logo AI:Rogers Wireless,Logo AI:Schneider Electric,Logo AI:Tim Hortons,Logo AI:Woody Creek Distillers,Logo On Asset:Air Canada Rinkboards,Logo On Asset:Bauer LED,Logo On Asset:Bread Financial Digital Overlay,Logo On Asset:Bread Financial Helmet,Logo On Asset:Bread Financial Jersey,Logo On Asset:Bread Financial LED,Logo On Asset:Bread Financial Rinkboards,Logo On Asset:Canadian Tire Rinkboards,Logo On Asset:Gatorade Rinkboards,Logo On Asset:Hyundai Rinkboards,Logo On Asset:Rogers Rinkboards,Logo On Asset:Schneider Electric Rinkboards,Logo On Asset:Tim Hortons Rinkboards,Logo On Asset:Woody Creek Distillers Rinkboards,New York,Text Mention:League and Teams",Objective,eng
TikTok,TikTok_Video,7.30E+18,pwhl_ottawa,PWHL Ottawa,_000EaYJjVgWGxbXCq2kAfu933diMqi6j6rf,10/30/2023 19:18,Gabbie Hughes is excited to see you all soon!,Video,https://p19-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oASGlAEU4XgBAIAABVAUEIim2iPAFUiYxxBiZ~tplv-tiktokx-cropcenter:300:400.jpeg?dr=9640&nonce=48272&refresh_token=376ef165f9bbd6e97c2986c2d5d6b48c&x-expires=1735138800&x-signature=hxKEkqqkqcJFP9aWEakQN9FJPDc%3D&idc=useast5&ps=13740610&s=TIKTOK_FOR_DEVELOPER&shcp=34ff8df6&shp=d05b14bd&t=4d5b0474,https://www.tiktok.com/@pwhl_charge/video/7295833011021532458?utm_campaign=tt4d_open_api&utm_source=7062999415916609538, ,331,1976,1976, ,115, ,1976,82,80,1,1,82,0,4.15%,0.25,0.0415, , , , , , , , , , , , , , , , , ,82,Pending,"Ottawa,Text Mention:League and Teams",Positive,eng
YouTube,YouTube_Video,DRUB8l3NBP8, ,Ottawa Charge,UC7jY9q19tO8U8RKkAHsNm4Q,10/18/2024 21:00,First Goal Ever Scored by the Ottawa Charge #hockey #pwhl #ottawacharge Hayley Scamurra recounts scoring the historic first goal in Ottawa Charge history,Video,https://i.ytimg.com/vi/DRUB8l3NBP8/hqdefault.jpg,https://www.youtube.com/watch?v=DRUB8l3NBP8, ,332,1121,1121, ,225, ,1121,37,37,0, ,37,0,3.30%,0.11,0.03301, , , , , , , , , , , , , , , , , , ,Pending,"Asset:Helmet,Asset:Jersey,Asset:On Ice,Asset:Rinkboards,Asset:Upper Level LED,Logo AI:Bauer,Logo AI:CCM Hockey,Logo AI:Gatorade,Logo AI:Tim Hortons,Logo On Asset:Gatorade Rinkboards,Logo On Asset:Tim Hortons Rinkboards,Ottawa,Text Mention:League and Teams",Objective,eng
TikTok,TikTok_Video,7.30E+18,pwhl_ottawa,PWHL Ottawa,_000EaYJjVgWGxbXCq2kAfu933diMqi6j6rf,10/31/2023 20:19,January can’t come soon enough - for us and Zoe Boyd! 🤩,Video,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-p-0068-tx/ooIoYZiEBF9zEJAVEgh4BNUKhAUFIUh7iB0kv~tplv-tiktokx-cropcenter:300:400.jpeg?dr=9640&nonce=48389&refresh_token=1928d12da3467531433c36e584496ee7&x-expires=1735138800&x-signature=yS%2BauLknAXMinqNQ%2BIJZktJXvYo%3D&idc=useast5&ps=13740610&s=TIKTOK_FOR_DEVELOPER&shcp=34ff8df6&shp=d05b14bd&t=4d5b0474,https://www.tiktok.com/@pwhl_charge/video/7296219835824868654?utm_campaign=tt4d_open_api&utm_source=7062999415916609538, ,341,11507,11507, ,351, ,11507,131,124,3,4,131,0,1.14%,0.38,0.01138, , , , , , , , , , , , , , , , , ,131,Pending,"Asset:Digital Overlay,Ottawa,Text Mention:League and Teams",Objective,eng
Facebook,Facebook_Post,122133620973755_122156583050002136, ,PWHL Ottawa,1.22E+14,11/2/2023 15:14,(Not so) patiently waiting for Daryl to arrive in Ottawa...⏳,Video,https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/373492142_6962583497127426_2198489950378683637_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c3bc4c&_nc_ohc=qdjSOBLAAuYQ7kNvgFfePVF&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&edm=AJfPMC4EAAAA&_nc_gid=AOJLgKBcwTFRVLI8ZvwtWA6&oh=00_AYBfkwUj5QJldK8XfSoh63ZUOOgft-ALatrUy2-6I0brCQ&oe=671749C8,https://www.facebook.com/122133620973755/posts/122156583050002136, ,342,523,523, ,90,485,209,23,18,1,1,49,26,4.40%,0.07,0.09369, , , , , , , , , , , , , , , , , , ,Pending,"Ottawa,Text Mention:League and Teams",Objective,eng
Facebook,Facebook_Post,121156644404507_122138666582019658, ,PWHL New York,1.21E+14,11/20/2023 0:19,We ❤️ NY,Photo,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/403143810_122138666552019658_3798522648386402652_n.jpg?stp=dst-jpg_s720x720&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=ATJhR0rBqNUQ7kNvgGEn4pD&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&edm=AJfPMC4EAAAA&_nc_gid=AIoMcPSNtbeAA_o2K_JLUl0&oh=00_AYB7XefC6GYhcKBxXEGA46qLichz8rR_PYyR95taZW9Y6Q&oe=673EA742,https://www.facebook.com/121156644404507/posts/122138666582019658, ,352,3387,3387, ,493,3294, ,142,93,11,8,670,528,4.19%,0.4,0.19782, , , , , , , , , , , , , , , , , , ,Pending,"New York,Text Mention:League and Teams",Objective, 
Facebook,Facebook_Post,107824572417444_122136976832009674, ,PWHL Toronto,1.08E+14,10/4/2023 22:15, ,Video,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/370198419_133003856566973_2483114465087778039_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=1a7029&_nc_ohc=XB6SW6O6dzsAX_GP0BX&_nc_ht=scontent-iad3-2.xx&edm=APyxFHYEAAAA&oh=00_AfCSGEU34dSLrxrWvKbBfnmk7gDxsFwY3uAoEoyOf5OR9A&oe=653B5402,https://www.facebook.com/107824572417444/posts/122136976832009674, ,379,669,669, ,154,597,217,44,19,3,5,78,34,6.58%,0.12,0.11659, , , , , , , , , , , , , , , , , , ,Pending,"Text Mention:League and Teams,Toronto",Objective, 
Facebook,Facebook_Post,107824572417444_122132089718009674, ,PWHL Toronto,1.08E+14,9/23/2023 22:02,All smiles looking back at the Draft. 😄,Photo,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/382230814_122132089574009674_6668541409745758107_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=_Y1YNELqw3cAX9tpmc9&_nc_ht=scontent-iad3-2.xx&edm=APyxFHYEAAAA&oh=00_AfB8KnKXLzqjAg-Y2RGM4cJ0g-vezly-pULT3b1C2UYV3w&oe=653AFD1B,https://www.facebook.com/107824572417444/posts/122132089718009674, ,379,830,830, ,133,737, ,39,31,1,1,79,40,4.70%,0.1,0.09518, , , , , , , , , , , , , , , , , , ,Pending,"Text Mention:League and Teams,Toronto",Objective,eng
Facebook,Facebook_Post,107824572417444_122130782306009674, ,PWHL Toronto,1.08E+14,9/20/2023 19:24,Draft day recap😍,Photo,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/380875575_122130782378009674_6532062354336440481_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=tjOCpUh1zc0AX_HjOJT&_nc_ht=scontent-iad3-2.xx&edm=APyxFHYEAAAA&oh=00_AfD7kdZtVn7Tfvy9rT6a6pMP41_Vb8RC_iRStNfids613w&oe=653C47E0,https://www.facebook.com/107824572417444/posts/122130782306009674, ,379,1210,1210, ,213,1076, ,63,42,1,5,212,149,5.21%,0.17,0.17521, , , , , , , , , , , , , , , , , , ,Pending,"Text Mention:League and Teams,Toronto",Objective,eng
